,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1989/90:87 Fredagen den 16 mars,,prot-198990--87
0,metadata,Prot. 1989/90:87 16 mars 1990,,prot-198990--87
0,metadata,Prot. 1989/90:87,,prot-198990--87
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198990--87
0,metadata,2 Riksdagens protokoll 1989/90:87,,prot-198990--87
0,metadata,"4$ Svar på interpellation 1989/90:128 om importen och exporten av kärnkraftsavfall, m.m.",,prot-198990--87
0,metadata,3 Riksdagens protokoll 1989/90:87,,prot-198990--87
0,metadata,4 Riksdagens protokoll 1989/90:87,,prot-198990--87
0,metadata,Överläggningen var härmed avslutad.,,prot-198990--87
0,metadata,Justitieutskottets betänkanden 1989/90:JuU20 Rattfylleri m.m. 1989/90:JuU21 Terroristlagstiftningen,,prot-198990--87
0,metadata,1989/90:144 av Karin Starrin (c) till statsrådet Anita Gradin om Gattförhandlingarna och patent inom biotekniken:,,prot-198990--87
0,metadata,den 16 mars,,prot-198990--87
0,metadata,Innehållsförteckning,,prot-198990--87
0,metadata,"gotab 96335, Stockholm 1990",,prot-198990--87
