,pattern,txt,replacement,filename
0,metadata,1982/83:33 24 november 1982,,prot-198283--33
0,metadata,1982/83:33,,prot-198283--33
0,metadata,Lagreglering av 1982/83:66 till finansutskottet,,prot-198283--33
0,metadata,108 Föredrogs,,prot-198283--33
1,metadata,Lagutskottets betänkanden,,prot-198283--33
2,metadata,1982/83:5 Efterlevandeskydd för vissa invandrare 1982/83:7 Registrering av varumärken på livsmedel,,prot-198283--33
0,metadata,Onsdagen den 24 november 1982,,prot-198283--33
0,metadata,Nr 33 Onsdagen den 24 november 1982,,prot-198283--33
0,metadata,3 Riksdagens protokoll 1982/83:33,,prot-198283--33
0,metadata,24 november 1982,,prot-198283--33
0,metadata,7 Turkiet Anf. 50 OSWALD SÖDERQVIST (vpk):,,prot-198283--33
0,metadata,Överläggningen var härmed avslutad.,,prot-198283--33
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198283--33
0,metadata,7 Riksdagens protokoll 1982183:33,,prot-198283--33
0,metadata,8 Riksdagens protokoll 1982/83:33,,prot-198283--33
0,metadata,24 november 1982 Anf. 130 STURE PALM (s):,,prot-198283--33
0,metadata,GOTAB 73252 Stockholm 1982,,prot-198283--33
