,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198283--21
0,metadata,Tisdagen den 9 november,,prot-198283--21
0,metadata,1982/83:21,,prot-198283--21
0,metadata,2 Riksdagens protokoll 1982/83:20-22,,prot-198283--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198283--21
0,metadata,3 Riksdagens protokoll 1982/83:20-22,,prot-198283--21
0,metadata,Nr 21 Måndagen den,,prot-198283--21
0,metadata,7$ Svar på interpellation 1982/83:3 om arbetsmarknadspolitiken,,prot-198283--21
0,metadata,AVN BYONH,,prot-198283--21
0,metadata,8$ Svar på fråga 1982/83:42 om kompensation för devalveringen till svenska studerande i utlandet,,prot-198283--21
0,metadata,10 8 Svar på fråga 1982/83:51 om den s. k. äktamakeprövningen vid I tilldelning av studiemedel,,prot-198283--21
0,metadata,11 $ Svar på interpellation 1982/83:12 om högskolans antagningssystem,,prot-198283--21
1,metadata,Måndagen den 8 november 1982,,prot-198283--21
0,metadata,[inr SE a,,prot-198283--21
0,metadata,Överläggningen var härmed avslutad.,,prot-198283--21
0,metadata,Om JAS-projektet,,prot-198283--21
0,metadata,5 Riksdagens protokoll 1982/83:20-22,,prot-198283--21
0,metadata,vid domänverket Anf. 50 PAUL LESTANDER (vpk):,,prot-198283--21
0,metadata,1982/83:67 av Ola Ullsten (fp) till socialministern om utlovad värdesäkring av pensionerna:,,prot-198283--21
0,metadata,Förteckning över talare 1982/83 (Siffrorna avser sida i protokollen) 20-22,,prot-198283--21
0,metadata,1982/83 20-22,,prot-198283--21
0,metadata,GOTAB 73027 Stockholm 1982,,prot-198283--21
