,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1988/89:77—80,,prot-198889--80
0,metadata,Prot. 1988/89:77—-80,,prot-198889--80
0,metadata,1988/89:80,,prot-198889--80
0,metadata,Prot. 1988/89:80 14 mars 1989,,prot-198889--80
0,metadata,4 & Meddelande om svar på interpellation 1988/89:136,,prot-198889--80
0,metadata,5 Riksdagens protokoll 1988/89:77—80,,prot-198889--80
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198889--80
0,metadata,6 Riksdagens protokoll 1988/89:77—-80,,prot-198889--80
0,metadata,7 Riksdagens protokoll 1988/89:77—-80,,prot-198889--80
0,metadata,1988/89:157 av Lars-Ove Hagberg (vpk) till industriministern om Grängesbergsgruvan:,,prot-198889--80
0,metadata,1988/89:522 av Karl-Gösta Svenson (m) till försvarsministern om Karlskronavarvet:,,prot-198889--80
0,metadata,12 & Kammaren åtskildes kl. 17.33.,,prot-198889--80
0,metadata,Prot. 1988/89:77—80,,prot-198889--80
0,metadata,"gotab 88537, Stockholm 1989",,prot-198889--80
