,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1988/89:76,,prot-198889--76
0,metadata,Prot. 1988/89:76,,prot-198889--76
0,metadata,1988/89:76,,prot-198889--76
0,metadata,Prot. 1988/89:76 8 mars 1989,,prot-198889--76
0,metadata,2 Riksdagens protokoll 1988/89:76,,prot-198889--76
0,metadata,Finansdebatt,,prot-198889--76
0,metadata,finansdebatt som hålls på den internationella kvinnodagen erinra om och Prot. 1988/89:76,,prot-198889--76
0,metadata,4 Riksdagens protokoll 1988/89:76,,prot-198889--76
0,metadata,5 Riksdagens protokoll 19881/89:76,,prot-198889--76
0,metadata,6 Riksdagens protokoll 1988/89:76,,prot-198889--76
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198889--76
0,metadata,statistiken över utgivningar och över spridning av nyhetstidningen 8 SIDOR. Prot. 1988/89:76,,prot-198889--76
0,metadata,Mom. 3 Utskottets hemställan bifölls.,,prot-198889--76
0,metadata,7 Riksdagens protokoll 1988/89:76,,prot-198889--76
0,metadata,8 Riksdagens protokoll 1988/89:76,,prot-198889--76
0,metadata,Överläggningen i detta ärende var härmed avslutad. (Beslut fattades efter debatten om näringsutskottets betänkande 12.),,prot-198889--76
0,metadata,Prot. 1988/89:76 = Kulturutskottets betänkande 11 8 mars 1989 Mom. 2 (beräknande av medel för kulturoch folkrörelsekontakter med,,prot-198889--76
0,metadata,1988/89:508 av Berit Löfstedt (s) till socialministern om åtgärder mot det ökade antalet aborter:,,prot-198889--76
0,metadata,Prot. 1988/89:76 Med hänvisning till detta frågar jag utbildningsminister Göransson: 8 mars 1989,,prot-198889--76
0,metadata,Förteckning över talare Prot. (Siffrorna avser sida i protokollet) 1988/89:76,,prot-198889--76
0,metadata,"gotab 88504, Stockholm 1989",,prot-198889--76
