,pattern,txt,replacement,filename
0,metadata,1981/82:68-69 1-2 februari 1982,,prot-198182--69
0,metadata,1981/82 68-69,,prot-198182--69
0,metadata,1981/82:241 av Karin Israelsson (c) om en professur i rehabiliteringsmedicin,,prot-198182--69
0,metadata,1981/82:69,,prot-198182--69
0,metadata,Nr 69 Tisdagen den 2 februari 1982,,prot-198182--69
0,metadata,2 februari 1982 Anf. 10 HANS PETERSSON i Hallstahammar (vpk):,,prot-198182--69
0,metadata,Tisdagen den 2 februari 1982,,prot-198182--69
0,metadata,7 Riksdagens protokoll 1981/82:68-69,,prot-198182--69
0,metadata,9$ Svar på fråga 1981/82:212 om kommunala högskolans vårdutbildning,,prot-198182--69
0,metadata,Överläggningen var härmed avslutad.,,prot-198182--69
0,metadata,2 februari 1982,,prot-198182--69
0,metadata,Nr 69 Tisdagen den,,prot-198182--69
0,metadata,138 Meddelande om svar på interpellation 1981/82:123,,prot-198182--69
0,metadata,2 februari 1982 Anf. 62 Statsrådet KARIN AHRLAND:,,prot-198182--69
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198182--69
0,metadata,2 februari 1982 25$ Kammaren åtskildes kl. 17.12.,,prot-198182--69
