,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198182--66
0,metadata,1981/82 1981/82:220 av Gunhild Bolander (c) om gränsdragningen 61-67 mellan Sverige och Sovjetunionen i Östersjön ...........,,prot-198182--66
0,metadata,Måndagen den 25 januari,,prot-198182--66
0,metadata,1981/82 61-67,,prot-198182--66
0,metadata,Måndagen den 25 januari 1982,,prot-198182--66
0,metadata,3$ Svar på interpellation 1981/82:102 om rätten till havandeskapspenning,,prot-198182--66
0,metadata,havandeskapspenning,,prot-198182--66
0,metadata,8 Riksdagens protokoll 1981/82:61-67,,prot-198182--66
0,metadata,1981/82:882 av Gösta Bohman m. fl. Nr 66,,prot-198182--66
0,metadata,1981/82:917 av Lars Werner m. fl. Nr 66 Ett reformerat skattesystem Måndagen den 1981/82:918 av Bonnie Bernström 25 januari 1982,,prot-198182--66
0,metadata,1981/82:952 av Lars Werner m. fl. Nr 66,,prot-198182--66
0,metadata,1981/82:988 av Arne Gadd m. fl. Nr 66,,prot-198182--66
0,metadata,1981/82:1024 av Karl-Anders Petersson Nr 66 Bemanningen av Hanö fyr Måndagen den,,prot-198182--66
0,metadata,1981/82:1059 av Lars Werner m. fl. Nr 66,,prot-198182--66
0,metadata,1981/82:1095 av Eivor Marklund m. fl. Nr 66,,prot-198182--66
0,metadata,1981/82:1131 av Eric Holmqvist m. fl. Åtgärder för att stärka näringslivet i Skåne,,prot-198182--66
0,metadata,1981/82:228 av Gunnar Biörck i Värmdö (m) till utbildningsministern om inrättande av kliniska professurer:,,prot-198182--66
0,metadata,"Måndagen den 18 januari Feldt, Kjell-Olof (s) 7, 13, 15 Wirtén, Rolf, ekonomioch budgetminister 5, 11, 14",,prot-198182--66
0,metadata,GOTAB 70252 Stockholm 1982,,prot-198182--66
