,pattern,txt,replacement,filename
0,metadata,1980/81:71-72 4 februari 1981,,prot-198081--71
0,metadata,1980/81:71,,prot-198081--71
0,metadata,Nr 71 Onsdagen den 4 februari 1981,,prot-198081--71
0,metadata,2 Riksdagens protokoll 1980/81:71-72,,prot-198081--71
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198081--71
0,metadata,Onsdagen den 4 februari 1981,,prot-198081--71
0,metadata,4 Riksdagens protokoll 1980/81:71-72,,prot-198081--71
0,metadata,4 februari 1981,,prot-198081--71
0,metadata,6 Riksdagens protokoll 1980/81:71-72,,prot-198081--71
0,metadata,7 Riksdagens protokoll 1980/81:71-72,,prot-198081--71
0,metadata,Nr 71 Onsdagen den,,prot-198081--71
0,metadata,8 Riksdagens protokoll 1980/81:71-72,,prot-198081--71
0,metadata,78 Anmäldes och bordlades,,prot-198081--71
1,metadata,Redogörelse,,prot-198081--71
2,metadata,1980/81:10 Fullmäktiges i riksgäldskontoret förvaltningsberättelse för år 1980,,prot-198081--71
0,metadata,1980/81:251 av John Andersson (vpk) till socialministern om rätten till förkortad arbetstid:,,prot-198081--71
0,metadata,1980/81 71-72,,prot-198081--71
0,metadata,GOTAB Stockholm 1981,,prot-198081--71
